구간,종목코드,종목명,상폐일,상폐사유,신호일,필터통과,1/PBR랭킹,최종편입여부,5거래일검사_판정,상폐이벤트검사_판정
#24,008500,일정실업,2026-06-30,시가총액 미달,2026-08-14,Y,4,N,탈락,탈락
