rebalance_date,next_date,n_stocks,has_delisted,engine_gross,daily_gross,diff_gross,tol_gross,G_NAV_1,engine_tc,recomputed_tc,diff_tc,G_NAV_2,engine_net,daily_net_compound,diff_net,bound_net,G_NAV_4
2016-04-05,2016-08-18,20,False,0.09561484498658458,0.09561484498658457,-1.3877787807814457e-17,1e-06,True,0.0035,0.0035,0.0,True,0.09211484498658458,0.09178019302913154,-0.0003346519574530388,0.00033565195745304606,True
2016-08-18,2017-04-05,20,False,0.0005158526647336718,0.0005158526647337514,7.958043946043603e-17,1e-06,True,0.00617,0.00617,0.0,True,-0.005654147335266329,-0.0056573301462076175,-3.1828109412889577e-06,4.182810941406755e-06,True
2017-04-05,2017-08-18,20,False,0.05124346578005599,0.05124346578005601,2.0816681711721685e-17,1e-06,True,0.00632,0.00632,0.0,True,0.04492346578005599,0.04459960707632615,-0.0003238587037298346,0.0003248587037299539,True
2017-08-18,2018-04-04,20,False,0.03940359725278946,0.0394035972527893,-1.5959455978986625e-16,1e-06,True,0.00544,0.00544,0.0,True,0.03396359725278946,0.033749241683734166,-0.00021435556905529535,0.00021535556905517467,True
2018-04-04,2018-08-20,20,False,7.369486874148502e-05,7.369486874164721e-05,1.6219664500383146e-16,1e-06,True,0.0075,0.0075,0.0,True,-0.007426305131258515,-0.00742685784277386,-5.527115153449239e-07,1.5527115155611377e-06,True
2018-08-20,2019-04-03,20,False,0.06861491909951606,0.06861491909951623,1.6653345369377348e-16,1e-06,True,0.006910000000000001,0.006910000000000001,0.0,True,0.06170491909951606,0.061230790008538705,-0.00047412909097735434,0.0004751290909776561,True
2019-04-03,2019-08-20,20,False,-0.1424956859420614,-0.1424956859420613,1.1102230246251565e-16,1e-06,True,0.00559,0.00559,0.0,True,-0.14808568594206142,-0.14728913505764518,0.0007965508844162417,0.0007975508844161234,True
2019-08-20,2020-04-03,20,False,-0.2653433940740214,-0.2653433940740213,1.1102230246251565e-16,1e-06,True,0.008305,0.008305,0.0,True,-0.2736483940740214,-0.27144471718623653,0.002203676887784889,0.002204676887784748,True
2020-04-03,2020-08-20,20,False,0.6925918622047963,0.6925918622047964,1.1102230246251565e-16,1e-06,True,0.009635000000000001,0.009635000000000001,0.0,True,0.6829568622047963,0.6762837396124532,-0.006673122592343095,0.006674122592343213,True
2020-08-20,2021-04-05,20,False,0.48423925482040864,0.48423925482040886,2.220446049250313e-16,1e-06,True,0.009185,0.009185,0.0,True,0.47505425482040864,0.47060651726488345,-0.004447737555525189,0.004448737555525454,True
2021-04-05,2021-08-19,20,False,0.18552624893118064,0.18552624893118086,2.220446049250313e-16,1e-06,True,0.00676,0.00676,0.0,True,0.17876624893118065,0.17751209148840608,-0.0012541574427745728,0.001255157442774781,True
2021-08-19,2022-04-05,20,False,0.04464257657195267,0.04464257657195292,2.498001805406602e-16,1e-06,True,0.004410000000000001,0.004410000000000001,0.0,True,0.04023257657195267,0.0400357028092706,-0.00019687376268207046,0.0001978737626823113,True
2022-04-05,2022-08-18,20,False,-0.03623137450006793,-0.03623137450006797,-4.163336342344337e-17,1e-06,True,0.007135000000000001,0.007135000000000001,0.0,True,-0.04336637450006793,-0.04310786364301,0.0002585108570579281,0.0002595108570579847,True
2022-08-18,2023-04-05,20,False,0.13405711026390293,0.1340571102639032,2.7755575615628914e-16,1e-06,True,0.00676,0.00676,0.0,True,0.12729711026390295,0.1263908841985193,-0.0009062260653836529,0.0009072260653839839,True
2023-04-05,2023-08-18,20,False,-0.0639473291183992,-0.06394732911839918,2.7755575615628914e-17,1e-06,True,0.00706,0.00706,0.0,True,-0.0710073291183992,-0.07055586097482325,0.0004514681435759532,0.00045246814357589844,True
2023-08-18,2024-04-03,20,False,0.08893139825880222,0.08893139825880247,2.498001805406602e-16,1e-06,True,0.005805,0.005805,0.0,True,0.08312639825880222,0.0826101514919102,-0.0005162467668920201,0.000517246766892347,True
2024-04-03,2024-08-20,20,False,0.014552033527535622,0.014552033527535535,-8.673617379884035e-17,1e-06,True,0.005955,0.005955,0.0,True,0.008597033527535622,0.008510376167879086,-8.665735965653586e-05,8.765735965647462e-05,True
2024-08-20,2025-04-03,20,False,-0.05766810626483339,-0.05766810626483343,-4.163336342344337e-17,1e-06,True,0.00412,0.00412,0.0,True,-0.06178810626483339,-0.061550513667022355,0.0002375925978110316,0.00023859259781111358,True
2025-04-03,2025-08-20,20,False,0.28907563659224017,0.28907563659224,-1.6653345369377348e-16,1e-06,True,0.00647,0.00647,0.0,True,0.2826056365922402,0.2807353172234883,-0.0018703193687518715,0.0018713193687517938,True
2025-08-20,2026-04-03,20,False,0.22379830637489745,0.22379830637489762,1.6653345369377348e-16,1e-06,True,0.008605000000000002,0.008605000000000002,0.0,True,0.21519330637489745,0.2132675219485416,-0.0019257844263558532,0.0019267844263559928,True
