date,nav_gross,nav_net
2016-04-05,1.0,0.9932
2016-04-06,1.0068451059623675,0.9999985592418235
2016-04-07,1.0035346172466846,0.9967105818494071
2016-04-08,1.0043569143752993,0.9975272873575473
2016-04-11,1.0183612518093401,1.0114363952970367
2016-04-12,1.0192870287550697,1.012355876959535
2016-04-14,1.0253120426342182,1.0183399207443053
2016-04-15,1.027439476816259,1.0204528883739084
2016-04-18,1.0218793002016002,1.0149305209602293
2016-04-19,1.0391200166508199,1.0320540005375942
2016-04-20,1.0450857025728082,1.037979119795313
2016-04-21,1.0514296427037328,1.0442799211333473
2016-04-22,1.059519553122861,1.0523148201616255
2016-04-25,1.0619768138890207,1.0547553715545752
2016-04-26,1.0538329627170862,1.04666689857061
2016-04-27,1.049018468923016,1.0418851433343395
2016-04-28,1.046519595053434,1.0394032618070708
2016-04-29,1.047449210739464,1.0403265561064357
2016-05-02,1.032016086884939,1.0249983774941214
2016-05-03,1.0282855731125013,1.0212932312153362
2016-05-04,1.016910647620378,1.0099956552165594
2016-05-09,1.0133007402499172,1.0064102952162177
2016-05-10,1.0217728689742256,1.014824813465201
2016-05-11,1.0210901511898405,1.0141467381617495
2016-05-12,1.0244593596815224,1.017493036035688
2016-05-13,1.011704942195366,1.0048253485884375
2016-05-16,1.0116919894330634,1.0048124839049186
2016-05-17,1.0066139827261205,0.9997690076435828
2016-05-18,1.0028700784997016,0.9960505619659036
2016-05-19,0.9922880840357102,0.9855405250642674
2016-05-20,0.9918339557220132,0.9850894848231034
2016-05-23,0.9887692394421959,0.9820456086139889
2016-05-24,0.9782327554830668,0.9715807727457819
2016-05-25,0.9914395108446757,0.9846977221709319
2016-05-26,0.9897253280540407,0.9829951958232732
2016-05-27,0.9916953764101084,0.9849518478505196
2016-05-30,0.9893765301720319,0.982648769766862
2016-05-31,0.9915511234277348,0.9848085757884262
2016-06-01,0.9940830512852679,0.987323286536528
2016-06-02,1.0027319950001101,0.9959134174341093
2016-06-03,1.0009086369060112,0.9941024581750503
2016-06-07,1.0054257882155286,0.998588892855663
2016-06-08,0.9993825369788113,0.9925867357273553
2016-06-09,0.9933498608762663,0.9865950818223077
2016-06-10,1.0096741874297468,1.0028084029552244
2016-06-13,0.9998257224650289,0.9930269075522666
2016-06-14,0.9969948422984442,0.9902152773708147
2016-06-15,1.0005270400261161,0.9937234561539385
2016-06-16,0.983191792165978,0.9765060879792493
2016-06-17,0.9822873468783315,0.9756077929195588
2016-06-20,0.990741109777728,0.9840040702312394
2016-06-21,0.9980751445356991,0.9912882335528563
2016-06-22,1.0020048477288415,0.9951912147642853
2016-06-23,0.996626514529947,0.9898494542311433
2016-06-24,0.955327667298826,0.948831439161194
2016-06-27,0.9519554010229585,0.9454821042960023
2016-06-28,0.9610542493221315,0.9545190804267409
2016-06-29,0.9716253419213915,0.965018289596326
2016-06-30,0.975507774149195,0.9688743212849804
2016-07-01,0.9859334111298752,0.9792290639341921
2016-07-04,0.9959188126704965,0.9891465647443372
2016-07-05,1.00300079043765,0.9961803850626738
2016-07-06,0.9898502788385355,0.9831192969424334
2016-07-07,0.9937332294394096,0.9869758434792215
2016-07-08,0.9831649535837782,0.9764794318994084
2016-07-11,0.9929528545948644,0.9862007751836193
2016-07-12,0.9949816262025634,0.9882157511443859
2016-07-13,1.001981799279601,0.9951683230444996
2016-07-14,0.9995444734814488,0.9927475710617749
2016-07-15,1.0117538097187717,1.004873883812684
2016-07-18,1.0129366275980363,1.0060486585303696
2016-07-19,1.0094073881373224,1.0025434178979886
2016-07-20,1.0124894127501751,1.005604484743474
2016-07-21,1.0106237047655735,1.0037514635731675
2016-07-22,1.0131619533894947,1.0062724521064461
2016-07-25,1.015053183661479,1.0081508220125808
2016-07-26,1.0180735724521972,1.0111506721595223
2016-07-27,1.0130368041789826,1.0061481539105654
2016-07-28,1.0128296340165477,1.005942392505235
2016-07-29,1.0099734069706452,1.0031055878032449
2016-08-01,1.0134654510172851,1.0065738859503677
2016-08-02,1.0097448735369017,1.0028786083968506
2016-08-03,1.0048776123105239,0.9980444445468123
2016-08-04,1.0100362757645776,1.0031680290893783
2016-08-05,1.0074784153387861,1.0006275621144824
2016-08-08,1.0079099769637538,1.0010561891204002
2016-08-09,1.0073595389563572,1.000509494091454
2016-08-10,1.0011093810589526,0.9943018372677518
2016-08-11,1.0023271098783513,0.9955112855311784
2016-08-12,1.0020912838593026,0.9952770631290593
2016-08-16,1.0015273328175698,0.9947169469544103
2016-08-17,0.9981930377883863,0.9914053251314252
2016-08-18,1.0009433765281743,0.9914329090323183
2016-08-19,0.9986863645272007,0.9891973420399001
2016-08-22,0.9894827053330434,0.9800811314503906
2016-08-23,0.9920955025956422,0.9826691032093476
